IP地址,采集时间,内存使用率
10.185.10.32,2017/1/10 0:45,91.41
10.185.10.32,2017/1/10 1:00,99.55
10.185.10.32,2017/1/10 1:10,97.87
10.185.10.32,2017/1/10 1:25,94.35
10.185.10.32,2017/1/10 1:35,97.95
10.185.10.32,2017/1/10 1:50,90.97
10.185.10.32,2017/1/10 2:05,93.21
10.185.10.32,2017/1/10 2:15,93.06
10.185.10.32,2017/1/10 2:30,92.76
10.185.10.32,2017/1/10 2:40,97.38
10.185.10.32,2017/1/10 2:55,97.14
10.185.10.32,2017/1/10 3:10,94.30
10.185.10.32,2017/1/10 3:20,90.22
10.185.10.32,2017/1/10 3:35,97.54
10.185.10.32,2017/1/10 3:45,98.83
10.185.10.32,2017/1/10 4:00,94.67
10.185.10.32,2017/1/10 4:15,98.56
10.185.10.32,2017/1/10 4:25,95.89
10.185.10.32,2017/1/10 4:40,96.46
10.185.10.32,2017/1/10 4:50,93.68
10.185.10.32,2017/1/10 5:05,91.45
10.185.10.32,2017/1/10 5:20,95.08
10.185.10.32,2017/1/10 5:30,98.73
10.185.10.32,2017/1/10 5:45,95.70
10.185.10.32,2017/1/10 5:55,94.88
10.185.10.32,2017/1/10 6:10,92.42
10.185.10.32,2017/1/10 6:25,91.12
10.185.10.32,2017/1/10 6:35,97.71
10.185.10.32,2017/1/10 6:50,90.81
10.185.10.32,2017/1/10 7:00,91.61
10.185.10.32,2017/1/10 7:15,92.54
10.185.10.32,2017/1/10 7:30,93.56
10.185.10.32,2017/1/10 7:40,99.32
10.185.10.32,2017/1/10 7:55,95.77
10.185.10.32,2017/1/10 8:05,98.41
10.185.10.32,2017/1/10 8:20,97.00
10.185.10.32,2017/1/10 8:35,97.51
10.185.10.32,2017/1/10 8:45,90.54
10.185.10.32,2017/1/10 9:00,93.23
10.185.10.32,2017/1/10 9:10,95.14
10.185.10.32,2017/1/10 9:25,95.89
10.185.10.32,2017/1/10 9:40,92.64
10.185.10.32,2017/1/10 9:50,96.16
10.185.10.32,2017/1/10 10:05,98.46
10.185.10.32,2017/1/10 10:15,98.75
10.185.10.32,2017/1/10 10:30,97.42
10.185.10.32,2017/1/10 10:45,96.22
10.185.10.32,2017/1/10 10:55,92.48
10.185.10.32,2017/1/10 11:10,95.51
10.185.10.32,2017/1/10 11:20,93.51
10.185.10.32,2017/1/10 11:35,96.86
10.185.10.32,2017/1/10 12:00,96.27
10.185.10.32,2017/1/10 12:10,90.38
10.185.10.32,2017/1/10 12:25,96.77
10.185.10.32,2017/1/10 12:35,98.22
10.185.10.32,2017/1/10 12:50,96.48
10.185.10.32,2017/1/10 13:05,91.48
10.185.10.32,2017/1/10 13:15,92.55
10.185.10.32,2017/1/10 13:30,90.14
10.185.10.32,2017/1/10 13:40,99.73
10.185.10.32,2017/1/10 13:55,90.67
10.185.10.32,2017/1/10 14:10,99.63
10.185.10.32,2017/1/10 14:20,93.16
10.185.10.32,2017/1/10 14:35,98.88
10.185.10.32,2017/1/10 14:45,90.19
10.185.10.32,2017/1/10 15:00,90.51
10.185.10.32,2017/1/10 15:15,94.00
10.185.10.32,2017/1/10 15:25,99.34
10.185.10.32,2017/1/10 15:40,97.17
10.185.10.32,2017/1/10 15:50,91.01
10.185.10.32,2017/1/10 16:05,99.82
10.185.10.32,2017/1/10 16:20,94.31
10.185.10.32,2017/1/10 16:30,91.26
10.185.10.32,2017/1/10 16:45,97.96
10.185.10.32,2017/1/10 16:55,92.54
10.185.10.32,2017/1/10 17:10,90.69
10.185.10.32,2017/1/10 17:25,98.38
10.185.10.32,2017/1/10 17:35,91.45
10.185.10.32,2017/1/10 17:50,90.14
10.185.10.32,2017/1/10 18:00,97.03
10.185.10.32,2017/1/10 18:15,98.46
10.185.10.32,2017/1/10 18:30,95.63
10.185.10.32,2017/1/10 18:40,98.77
10.185.10.32,2017/1/10 18:55,92.03
10.185.10.32,2017/1/10 19:05,95.32
10.185.10.32,2017/1/10 19:20,95.44
10.185.10.32,2017/1/10 19:35,98.92
10.185.10.32,2017/1/10 19:45,96.67
10.185.10.32,2017/1/10 20:00,90.53
10.185.10.32,2017/1/10 20:10,97.99
10.185.10.32,2017/1/10 20:25,97.13
10.185.10.32,2017/1/10 20:40,93.53
10.185.10.32,2017/1/10 20:50,97.26
10.185.10.32,2017/1/10 21:05,93.18
10.185.10.32,2017/1/10 21:15,97.17
10.185.10.32,2017/1/10 21:30,95.19
10.185.10.32,2017/1/10 21:45,98.16
10.185.10.32,2017/1/10 21:55,93.27
10.185.10.32,2017/1/10 22:10,98.62
10.185.10.32,2017/1/10 22:20,95.17
10.185.10.32,2017/1/10 22:35,98.17
10.185.10.32,2017/1/10 22:50,95.51
10.185.10.32,2017/1/10 23:00,93.96
10.185.10.32,2017/1/10 23:15,97.72
10.185.10.32,2017/1/10 23:25,92.47
10.185.10.32,2017/1/10 23:40,93.32
10.185.10.32,2017/1/10 23:55,99.48
10.185.10.32,2017/1/11 0:05,95.00
10.185.10.32,2017/1/11 0:20,91.60
10.185.10.32,2017/1/11 0:30,98.95
10.185.10.32,2017/1/11 0:45,95.73
10.185.10.32,2017/1/11 1:00,94.52
10.185.10.32,2017/1/11 1:10,99.98
10.185.10.32,2017/1/11 1:25,94.94
10.185.10.32,2017/1/11 1:35,91.11
10.185.10.32,2017/1/11 1:50,93.41
10.185.10.32,2017/1/11 2:05,94.83
10.185.10.32,2017/1/11 2:15,94.24
10.185.10.32,2017/1/11 2:30,99.69
10.185.10.32,2017/1/11 2:40,98.51
10.185.10.32,2017/1/11 2:55,93.73
10.185.10.32,2017/1/11 3:10,98.48
10.185.10.32,2017/1/11 3:20,91.70
10.185.10.32,2017/1/11 3:35,98.54
10.185.10.32,2017/1/11 3:45,92.56
10.185.10.32,2017/1/11 4:00,98.15
10.185.10.32,2017/1/11 4:15,95.57
10.185.10.32,2017/1/11 4:25,93.63
10.185.10.32,2017/1/11 4:40,95.67
10.185.10.32,2017/1/11 4:50,96.45
10.185.10.32,2017/1/11 5:05,95.69
10.185.10.32,2017/1/11 5:20,91.28
10.185.10.32,2017/1/11 5:30,95.97
10.185.10.32,2017/1/11 5:45,99.79
10.185.10.32,2017/1/11 5:55,94.23
10.185.10.32,2017/1/11 6:10,97.85
10.185.10.32,2017/1/11 6:25,91.33
10.185.10.32,2017/1/11 6:35,93.44
10.185.10.32,2017/1/11 6:50,91.49
10.185.10.32,2017/1/11 7:00,91.60
10.185.10.32,2017/1/11 7:15,91.47
10.185.10.32,2017/1/11 7:30,93.08
10.185.10.32,2017/1/11 7:40,90.25
10.185.10.32,2017/1/11 7:55,91.70
10.185.10.32,2017/1/11 8:05,92.34
10.185.10.32,2017/1/11 8:20,93.54
10.185.10.32,2017/1/11 8:35,97.43
10.185.10.32,2017/1/11 8:45,91.30
10.185.10.32,2017/1/11 9:00,91.59
10.185.10.32,2017/1/11 9:10,96.88
10.185.10.32,2017/1/11 9:25,96.35
10.185.10.32,2017/1/11 9:40,93.17
10.185.10.32,2017/1/11 9:50,99.35
10.185.10.32,2017/1/11 10:05,96.07
10.185.10.32,2017/1/11 10:15,91.77
10.185.10.32,2017/1/11 10:30,99.27
10.185.10.32,2017/1/11 10:45,99.98
10.185.10.32,2017/1/11 10:55,91.06
10.185.10.32,2017/1/11 11:10,99.43
10.185.10.32,2017/1/11 11:20,93.61
10.185.10.32,2017/1/11 11:35,93.47
10.185.10.32,2017/1/11 12:00,90.77
10.185.10.32,2017/1/11 12:10,90.50
10.185.10.32,2017/1/11 12:25,90.90
10.185.10.32,2017/1/11 12:35,90.74
10.185.10.32,2017/1/11 12:50,91.52
10.185.10.32,2017/1/11 13:05,98.70
10.185.10.32,2017/1/11 13:15,93.26
10.185.10.32,2017/1/11 13:30,95.52
10.185.10.32,2017/1/11 13:40,99.25
10.185.10.32,2017/1/11 13:55,96.39
10.185.10.32,2017/1/11 14:10,94.58
10.185.10.32,2017/1/11 14:20,93.16
10.185.10.32,2017/1/11 14:35,92.07
10.185.10.32,2017/1/11 14:45,95.11
10.185.10.32,2017/1/11 15:00,99.57
10.185.10.32,2017/1/11 15:15,99.69
10.185.10.32,2017/1/11 15:25,99.97
10.185.10.32,2017/1/11 15:40,95.94
10.185.10.32,2017/1/11 15:50,91.53
10.185.10.32,2017/1/11 16:05,94.87
10.185.10.32,2017/1/11 16:20,94.26
10.185.10.32,2017/1/11 16:30,91.19
10.185.10.32,2017/1/11 16:45,91.91
10.185.10.32,2017/1/11 16:55,94.35
10.185.10.32,2017/1/11 17:10,95.36
10.185.10.32,2017/1/11 17:25,98.01
10.185.10.32,2017/1/11 17:35,96.47
10.185.10.32,2017/1/11 17:50,96.85
10.185.10.32,2017/1/11 18:15,99.98
10.185.10.32,2017/1/11 18:30,91.59
10.185.10.32,2017/1/11 18:40,92.86
10.185.10.32,2017/1/11 18:55,99.07
10.185.10.32,2017/1/11 19:05,96.46
10.185.10.32,2017/1/11 19:20,94.74
10.185.10.32,2017/1/11 19:35,92.03
10.185.10.32,2017/1/11 19:45,96.37
10.185.10.32,2017/1/11 20:00,98.16
10.185.10.32,2017/1/11 20:10,95.36
10.185.10.32,2017/1/11 20:25,98.69
10.185.10.32,2017/1/11 20:40,99.20
10.185.10.32,2017/1/11 20:50,98.25
10.185.10.32,2017/1/11 21:05,95.18
10.185.10.32,2017/1/11 21:15,93.99
10.185.10.32,2017/1/11 21:30,90.93
10.185.10.32,2017/1/11 21:45,98.98
10.185.10.32,2017/1/11 21:55,94.74
10.185.10.32,2017/1/11 22:10,91.36
10.185.10.32,2017/1/11 22:20,92.64
10.185.10.32,2017/1/11 22:35,96.97
10.185.10.32,2017/1/11 22:50,97.72
10.185.10.32,2017/1/11 23:00,94.77
10.185.10.32,2017/1/11 23:15,94.97
10.185.10.32,2017/1/11 23:25,96.09
10.185.10.32,2017/1/11 23:40,92.70
10.185.10.32,2017/1/11 23:55,95.24
10.185.10.32,2017/1/12 0:05,93.27
10.185.10.32,2017/1/12 0:20,93.11
10.185.10.32,2017/1/12 0:30,98.18
10.185.10.32,2017/1/12 0:45,92.52
10.185.10.32,2017/1/12 1:00,98.31
10.185.10.32,2017/1/12 1:10,93.51
10.185.10.32,2017/1/12 1:25,96.91
10.185.10.32,2017/1/12 1:35,99.57
10.185.10.32,2017/1/12 1:50,92.73
10.185.10.32,2017/1/12 2:05,94.74
10.185.10.32,2017/1/12 2:15,98.89
10.185.10.32,2017/1/12 2:30,91.05
10.185.10.32,2017/1/12 2:40,95.87
10.185.10.32,2017/1/12 2:55,98.98
10.185.10.32,2017/1/12 3:10,93.10
10.185.10.32,2017/1/12 3:20,93.34
10.185.10.32,2017/1/12 3:35,93.22
10.185.10.32,2017/1/12 3:45,96.30
10.185.10.32,2017/1/12 4:00,90.31
10.185.10.32,2017/1/12 4:15,95.66
10.185.10.32,2017/1/12 4:25,96.71
10.185.10.32,2017/1/12 4:40,93.27
10.185.10.32,2017/1/12 4:50,93.11
10.185.10.32,2017/1/12 5:05,99.15
10.185.10.32,2017/1/12 5:20,90.76
10.185.10.32,2017/1/12 5:30,92.11
10.185.10.32,2017/1/12 5:45,98.78
10.185.10.32,2017/1/12 5:55,94.49
10.185.10.32,2017/1/12 6:10,96.11
10.185.10.32,2017/1/12 6:25,97.04
10.185.10.32,2017/1/12 6:35,99.69
10.185.10.32,2017/1/12 6:50,94.74
10.185.10.32,2017/1/12 7:00,91.39
10.185.10.32,2017/1/12 7:15,95.43
10.185.10.32,2017/1/12 7:30,90.19
10.185.10.32,2017/1/12 7:40,98.22
10.185.10.32,2017/1/12 7:55,93.43
10.185.10.32,2017/1/12 8:05,92.27
10.185.10.32,2017/1/12 8:20,98.81
10.185.10.32,2017/1/12 8:35,99.01
10.185.10.32,2017/1/12 8:45,97.74
10.185.10.32,2017/1/12 9:00,95.54
10.185.10.32,2017/1/12 9:10,97.22
10.185.10.32,2017/1/12 9:25,91.43
10.185.10.32,2017/1/12 9:40,99.41
10.185.10.32,2017/1/12 9:50,91.33
10.185.10.32,2017/1/12 10:05,97.52
10.185.10.32,2017/1/12 10:15,90.35
10.185.10.32,2017/1/12 10:30,96.22
10.185.10.32,2017/1/12 10:45,92.40
10.185.10.32,2017/1/12 10:55,91.57
10.185.10.32,2017/1/12 11:10,94.65
10.185.10.32,2017/1/12 11:20,95.48
10.185.10.32,2017/1/12 11:35,99.54
10.185.10.32,2017/1/12 12:00,98.01
10.185.10.32,2017/1/12 12:10,90.55
10.185.10.32,2017/1/12 12:25,93.13
10.185.10.32,2017/1/12 12:35,98.30
10.185.10.32,2017/1/12 12:50,92.50
10.185.10.32,2017/1/12 13:05,92.79
10.185.10.32,2017/1/12 13:15,96.37
10.185.10.32,2017/1/12 13:30,98.18
10.185.10.32,2017/1/12 13:40,96.40
10.185.10.32,2017/1/12 13:55,99.63
10.185.10.32,2017/1/12 14:10,92.53
10.185.10.32,2017/1/12 14:20,94.42
10.185.10.32,2017/1/12 14:35,98.63
10.185.10.32,2017/1/12 14:45,94.38
10.185.10.32,2017/1/12 15:00,95.57
10.185.10.32,2017/1/12 15:15,91.85
10.185.10.32,2017/1/12 15:25,94.45
10.185.10.32,2017/1/12 15:40,93.25
10.185.10.32,2017/1/12 15:50,96.59
10.185.10.32,2017/1/12 16:05,96.25
10.185.10.32,2017/1/12 16:30,96.94
10.185.10.32,2017/1/12 16:45,93.02
10.185.10.32,2017/1/12 16:55,98.63
10.185.10.32,2017/1/12 17:10,97.89
10.185.10.32,2017/1/12 17:25,95.44
10.185.10.32,2017/1/12 17:35,97.48
10.185.10.32,2017/1/12 17:50,93.64
10.185.10.32,2017/1/12 18:00,98.14
10.185.10.32,2017/1/12 18:15,92.60
10.185.10.32,2017/1/12 18:30,90.99
10.185.10.32,2017/1/12 18:40,98.51
10.185.10.32,2017/1/12 18:55,94.38
10.185.10.32,2017/1/12 19:05,92.78
10.185.10.32,2017/1/12 19:20,94.61
10.185.10.32,2017/1/12 19:35,91.89
10.185.10.32,2017/1/12 19:45,94.84
10.185.10.32,2017/1/12 20:00,99.41
10.185.10.32,2017/1/12 20:10,98.89
10.185.10.32,2017/1/12 20:25,96.20
10.185.10.32,2017/1/12 20:40,97.90
10.185.10.32,2017/1/12 20:50,98.86
10.185.10.32,2017/1/12 21:45,97.47
10.185.10.32,2017/1/12 21:55,90.39
10.185.10.32,2017/1/12 22:10,95.60
10.185.10.32,2017/1/12 22:20,94.82
10.185.10.32,2017/1/12 22:35,96.82
10.185.10.32,2017/1/12 22:50,91.19
10.185.10.32,2017/1/12 23:00,93.09
10.185.10.32,2017/1/12 23:15,90.13
10.185.10.32,2017/1/12 23:25,90.39
10.185.10.32,2017/1/12 23:40,98.05
10.185.10.32,2017/1/12 23:55,98.21
10.185.10.32,2017/1/13 0:05,92.82
10.185.10.32,2017/1/13 0:20,97.04
10.185.10.32,2017/1/13 0:30,90.98
10.185.10.32,2017/1/13 0:45,91.56
10.185.10.32,2017/1/13 1:00,98.81
10.185.10.32,2017/1/13 1:10,93.61
10.185.10.32,2017/1/13 1:25,96.27
10.185.10.32,2017/1/13 1:35,96.77
10.185.10.32,2017/1/13 1:50,97.49
10.185.10.32,2017/1/13 2:05,90.50
10.185.10.32,2017/1/13 2:15,92.39
10.185.10.32,2017/1/13 2:30,91.22
10.185.10.32,2017/1/13 2:40,97.27
10.185.10.32,2017/1/13 2:55,98.26
10.185.10.32,2017/1/13 3:10,95.53
10.185.10.32,2017/1/13 3:20,95.16
10.185.10.32,2017/1/13 3:35,96.68
10.185.10.32,2017/1/13 3:45,96.57
10.185.10.32,2017/1/13 4:00,92.12
10.185.10.32,2017/1/13 4:15,90.91
10.185.10.32,2017/1/13 4:25,97.06
10.185.10.32,2017/1/13 4:40,93.54
10.185.10.32,2017/1/13 4:50,93.30
10.185.10.32,2017/1/13 5:05,98.19
10.185.10.32,2017/1/13 5:20,96.74
10.185.10.32,2017/1/13 5:30,90.05
10.185.10.32,2017/1/13 5:45,90.54
10.185.10.32,2017/1/13 5:55,96.41
10.185.10.32,2017/1/13 6:10,90.08
10.185.10.32,2017/1/13 6:25,90.59
10.185.10.32,2017/1/13 6:35,94.64
10.185.10.32,2017/1/13 6:50,95.67
10.185.10.32,2017/1/13 7:00,98.45
10.185.10.32,2017/1/13 7:15,93.83
10.185.10.32,2017/1/13 7:30,90.70
10.185.10.32,2017/1/13 7:40,92.04
10.185.10.32,2017/1/13 7:55,91.95
10.185.10.32,2017/1/13 8:05,97.86
10.185.10.32,2017/1/13 8:20,98.53
10.185.10.32,2017/1/13 8:35,97.69
10.185.10.32,2017/1/13 8:45,92.09
10.185.10.32,2017/1/13 9:00,96.94
10.185.10.32,2017/1/13 9:10,97.88
10.185.10.32,2017/1/13 9:25,97.16
10.185.10.32,2017/1/13 9:40,94.25
10.185.10.32,2017/1/13 9:50,99.93
10.185.10.32,2017/1/13 10:05,96.17
10.185.10.32,2017/1/13 10:15,92.53
10.185.10.32,2017/1/13 10:30,99.93
10.185.10.32,2017/1/13 10:45,96.37
10.185.10.32,2017/1/13 10:55,90.57
10.185.10.32,2017/1/13 11:10,99.38
10.185.10.32,2017/1/13 11:20,98.84
10.185.10.32,2017/1/13 11:35,90.10
10.185.10.32,2017/1/13 12:00,91.01
10.185.10.32,2017/1/13 12:10,99.09
10.185.10.32,2017/1/13 12:25,99.84
10.185.10.32,2017/1/13 12:35,98.98
10.185.10.32,2017/1/13 12:50,98.68
10.185.10.32,2017/1/13 13:05,98.75
10.185.10.32,2017/1/13 13:15,97.77
10.185.10.32,2017/1/13 13:30,93.10
10.185.10.32,2017/1/13 13:40,92.04
10.185.10.32,2017/1/13 13:55,90.61
10.185.10.32,2017/1/13 14:10,94.02
10.185.10.32,2017/1/13 14:20,98.94
10.185.10.32,2017/1/13 14:35,94.89
10.185.10.32,2017/1/13 14:45,90.91
10.185.10.32,2017/1/13 15:00,96.89
10.185.10.32,2017/1/13 15:15,94.23
10.185.10.32,2017/1/13 15:25,99.22
10.185.10.32,2017/1/13 16:45,93.93
