IP地址,采集时间,内存使用率
10.185.10.32,2017/1/8 21:55,44.96
10.185.10.32,2017/1/8 22:10,44.98
10.185.10.32,2017/1/8 22:20,44.99
10.185.10.32,2017/1/8 22:35,44.98
10.185.10.32,2017/1/8 22:50,44.99
10.185.10.32,2017/1/8 23:00,45
10.185.10.32,2017/1/8 23:15,45.02
10.185.10.32,2017/1/8 23:25,45.01
10.185.10.32,2017/1/8 23:40,45.02
10.185.10.32,2017/1/8 23:55,45.01
10.185.10.32,2017/1/9 0:05,45.01
10.185.10.32,2017/1/9 0:20,45.02
10.185.10.32,2017/1/9 0:30,45.03
10.185.10.32,2017/1/9 0:45,45.03
10.185.10.32,2017/1/9 1:00,45.02
10.185.10.32,2017/1/9 1:10,45.04
10.185.10.32,2017/1/9 1:25,45.04
10.185.10.32,2017/1/9 1:35,45.03
10.185.10.32,2017/1/9 1:50,45.03
10.185.10.32,2017/1/9 2:05,45.05
10.185.10.32,2017/1/9 2:15,45.05
10.185.10.32,2017/1/9 2:30,45.05
10.185.10.32,2017/1/9 2:40,45.06
10.185.10.32,2017/1/9 2:55,45.06
10.185.10.32,2017/1/9 3:10,45.06
10.185.10.32,2017/1/9 3:20,45.07
10.185.10.32,2017/1/9 3:35,45.06
10.185.10.32,2017/1/9 3:45,45.06
10.185.10.32,2017/1/9 4:00,45.07
10.185.10.32,2017/1/9 4:15,45.08
10.185.10.32,2017/1/9 4:25,45.08
10.185.10.32,2017/1/9 4:40,45.08
10.185.10.32,2017/1/9 4:50,45.08
10.185.10.32,2017/1/9 5:05,45.09
10.185.10.32,2017/1/9 5:20,45.09
10.185.10.32,2017/1/9 5:30,45.1
10.185.10.32,2017/1/9 5:45,45.11
10.185.10.32,2017/1/9 5:55,45.09
10.185.10.32,2017/1/9 6:10,45.11
10.185.10.32,2017/1/9 6:25,45.13
10.185.10.32,2017/1/9 6:50,45.11
10.185.10.32,2017/1/9 7:00,45.11
10.185.10.32,2017/1/9 7:15,45.12
10.185.10.32,2017/1/9 7:30,45.12
10.185.10.32,2017/1/9 7:40,45.11
10.185.10.32,2017/1/9 7:55,45.12
10.185.10.32,2017/1/9 8:05,45.12
10.185.10.32,2017/1/9 8:20,45.13
10.185.10.32,2017/1/9 8:35,45.13
10.185.10.32,2017/1/9 8:45,45.13
10.185.10.32,2017/1/9 9:00,45.15
10.185.10.32,2017/1/9 9:10,45.16
10.185.10.32,2017/1/9 9:25,45.16
10.185.10.32,2017/1/9 9:40,45.15
10.185.10.32,2017/1/9 9:50,45.16
10.185.10.32,2017/1/9 10:05,45.17
10.185.10.32,2017/1/9 10:15,45.19
10.185.10.32,2017/1/9 10:30,45.19
10.185.10.32,2017/1/9 10:45,45.19
10.185.10.32,2017/1/9 10:55,45.22
10.185.10.32,2017/1/9 11:10,45.22
10.185.10.32,2017/1/9 11:20,45.22
10.185.10.32,2017/1/9 11:35,45.22
10.185.10.32,2017/1/9 12:00,45.22
10.185.10.32,2017/1/9 12:10,45.24
10.185.10.32,2017/1/9 12:25,45.24
10.185.10.32,2017/1/9 12:35,45.32
10.185.10.32,2017/1/9 12:50,45.34
10.185.10.32,2017/1/9 13:05,45.34
10.185.10.32,2017/1/9 13:15,45.34
10.185.10.32,2017/1/9 13:30,45.34
10.185.10.32,2017/1/9 13:40,45.34
10.185.10.32,2017/1/9 13:55,45.37
10.185.10.32,2017/1/9 14:10,45.37
10.185.10.32,2017/1/9 14:20,45.4
10.185.10.32,2017/1/9 14:35,45.38
10.185.10.32,2017/1/9 14:45,45.38
10.185.10.32,2017/1/9 15:00,45.38
10.185.10.32,2017/1/9 15:15,45.38
10.185.10.32,2017/1/9 15:25,45.38
10.185.10.32,2017/1/9 15:40,45.42
10.185.10.32,2017/1/9 15:50,45.39
10.185.10.32,2017/1/9 16:05,45.38
10.185.10.32,2017/1/9 16:20,45.47
10.185.10.32,2017/1/9 16:30,45.56
10.185.10.32,2017/1/9 16:45,45.57
10.185.10.32,2017/1/9 16:55,45.6
10.185.10.32,2017/1/9 17:10,45.61
10.185.10.32,2017/1/9 17:25,45.62
10.185.10.32,2017/1/9 17:50,45.65
10.185.10.32,2017/1/9 18:00,45.65
10.185.10.32,2017/1/9 18:30,45.66
10.185.10.32,2017/1/9 18:40,45.66
10.185.10.32,2017/1/9 18:55,45.66
10.185.10.32,2017/1/9 19:05,45.66
10.185.10.32,2017/1/9 19:20,45.66
10.185.10.32,2017/1/9 19:35,45.66
10.185.10.32,2017/1/9 19:45,45.68
10.185.10.32,2017/1/9 20:00,45.68
10.185.10.32,2017/1/9 20:10,45.69
10.185.10.32,2017/1/9 20:25,45.69
10.185.10.32,2017/1/9 20:40,45.69
10.185.10.32,2017/1/9 20:50,45.69
10.185.10.32,2017/1/9 21:05,45.7
10.185.10.32,2017/1/9 21:15,45.69
10.185.10.32,2017/1/9 21:30,45.7
10.185.10.32,2017/1/9 21:45,45.69
10.185.10.32,2017/1/9 21:55,45.7
10.185.10.32,2017/1/9 22:10,45.69
10.185.10.32,2017/1/9 22:35,45.7
10.185.10.32,2017/1/9 22:50,45.7
10.185.10.32,2017/1/9 23:00,45.72
10.185.10.32,2017/1/9 23:15,45.72
10.185.10.32,2017/1/9 23:25,45.72
10.185.10.32,2017/1/9 23:40,45.72
10.185.10.32,2017/1/9 23:55,45.73
10.185.10.32,2017/1/10 0:05,45.73
10.185.10.32,2017/1/10 0:20,45.74
10.185.10.32,2017/1/10 0:30,45.74
10.185.10.32,2017/1/10 0:45,45.75
10.185.10.32,2017/1/10 1:00,45.74
10.185.10.32,2017/1/10 1:10,45.76
10.185.10.32,2017/1/10 1:25,45.76
10.185.10.32,2017/1/10 1:35,45.75
10.185.10.32,2017/1/10 1:50,45.75
10.185.10.32,2017/1/10 2:05,45.76
10.185.10.32,2017/1/10 2:15,45.76
10.185.10.32,2017/1/10 2:30,45.77
10.185.10.32,2017/1/10 2:40,45.77
10.185.10.32,2017/1/10 2:55,45.78
10.185.10.32,2017/1/10 3:10,45.78
10.185.10.32,2017/1/10 3:20,45.79
10.185.10.32,2017/1/10 3:35,45.79
10.185.10.32,2017/1/10 3:45,45.79
10.185.10.32,2017/1/10 4:00,45.79
10.185.10.32,2017/1/10 4:15,45.8
10.185.10.32,2017/1/10 4:25,45.79
10.185.10.32,2017/1/10 4:40,45.79
10.185.10.32,2017/1/10 4:50,45.79
10.185.10.32,2017/1/10 5:05,45.81
10.185.10.32,2017/1/10 5:20,45.81
10.185.10.32,2017/1/10 5:30,45.82
10.185.10.32,2017/1/10 5:45,45.81
10.185.10.32,2017/1/10 5:55,45.82
10.185.10.32,2017/1/10 6:10,45.83
10.185.10.32,2017/1/10 6:25,45.83
10.185.10.32,2017/1/10 6:35,45.83
10.185.10.32,2017/1/10 6:50,45.83
10.185.10.32,2017/1/10 7:00,45.83
10.185.10.32,2017/1/10 7:15,45.83
10.185.10.32,2017/1/10 7:30,45.84
10.185.10.32,2017/1/10 7:40,45.84
10.185.10.32,2017/1/10 7:55,45.85
10.185.10.32,2017/1/10 8:05,45.84
10.185.10.32,2017/1/10 8:20,45.86
10.185.10.32,2017/1/10 8:35,45.85
10.185.10.32,2017/1/10 8:45,45.92
10.185.10.32,2017/1/10 9:00,45.87
10.185.10.32,2017/1/10 9:10,45.89
10.185.10.32,2017/1/10 9:25,45.89
10.185.10.32,2017/1/10 9:40,45.89
10.185.10.32,2017/1/10 9:50,45.9
10.185.10.32,2017/1/10 10:05,45.93
10.185.10.32,2017/1/10 10:15,45.94
10.185.10.32,2017/1/10 10:30,45.94
10.185.10.32,2017/1/10 10:45,46.16
10.185.10.32,2017/1/10 10:55,46.3
10.185.10.32,2017/1/10 11:10,46.13
10.185.10.32,2017/1/10 11:20,46.21
10.185.10.32,2017/1/10 11:35,46.05
10.185.10.32,2017/1/10 12:00,46.14
10.185.10.32,2017/1/10 12:10,46.15
10.185.10.32,2017/1/10 12:25,46.15
10.185.10.32,2017/1/10 12:35,46.14
10.185.10.32,2017/1/10 12:50,46.14
10.185.10.32,2017/1/10 13:05,46.15
10.185.10.32,2017/1/10 13:15,46.15
10.185.10.32,2017/1/10 13:30,46.16
10.185.10.32,2017/1/10 13:40,46.16
10.185.10.32,2017/1/10 13:55,46.18
10.185.10.32,2017/1/10 14:10,46.19
10.185.10.32,2017/1/10 14:20,46.19
10.185.10.32,2017/1/10 14:35,46.19
10.185.10.32,2017/1/10 14:45,46.37
10.185.10.32,2017/1/10 15:00,46.49
10.185.10.32,2017/1/10 15:15,46.29
10.185.10.32,2017/1/10 15:25,46.27
10.185.10.32,2017/1/10 15:40,46.39
10.185.10.32,2017/1/10 15:50,46.28
10.185.10.32,2017/1/10 16:05,46.29
10.185.10.32,2017/1/10 16:20,46.29
10.185.10.32,2017/1/10 16:30,46.49
10.185.10.32,2017/1/10 16:45,46.55
10.185.10.32,2017/1/10 16:55,46.57
10.185.10.32,2017/1/10 17:10,46.59
10.185.10.32,2017/1/10 17:25,46.59
10.185.10.32,2017/1/10 17:35,46.6
10.185.10.32,2017/1/10 17:50,46.6
10.185.10.32,2017/1/10 18:00,46.6
10.185.10.32,2017/1/10 18:15,46.6
10.185.10.32,2017/1/10 18:30,46.61
10.185.10.32,2017/1/10 18:40,46.61
10.185.10.32,2017/1/10 18:55,46.61
10.185.10.32,2017/1/10 19:05,46.61
10.185.10.32,2017/1/10 19:20,46.62
10.185.10.32,2017/1/10 19:35,46.6
10.185.10.32,2017/1/10 19:45,46.62
10.185.10.32,2017/1/10 20:00,46.63
10.185.10.32,2017/1/10 20:10,46.65
10.185.10.32,2017/1/10 20:25,46.65
10.185.10.32,2017/1/10 20:40,46.64
10.185.10.32,2017/1/10 20:50,46.63
10.185.10.32,2017/1/10 21:05,46.63
10.185.10.32,2017/1/10 21:15,46.64
10.185.10.32,2017/1/10 21:30,46.64
10.185.10.32,2017/1/10 21:45,46.64
10.185.10.32,2017/1/10 21:55,46.65
10.185.10.32,2017/1/10 22:10,46.64
10.185.10.32,2017/1/10 22:20,46.66
10.185.10.32,2017/1/10 22:35,46.66
10.185.10.32,2017/1/10 22:50,46.66
10.185.10.32,2017/1/10 23:00,46.67
10.185.10.32,2017/1/10 23:15,46.69
10.185.10.32,2017/1/10 23:25,46.68
10.185.10.32,2017/1/10 23:40,46.68
10.185.10.32,2017/1/10 23:55,46.68
10.185.10.32,2017/1/11 0:05,46.68
10.185.10.32,2017/1/11 0:20,46.68
10.185.10.32,2017/1/11 0:30,46.69
10.185.10.32,2017/1/11 0:45,46.69
10.185.10.32,2017/1/11 1:00,46.69
10.185.10.32,2017/1/11 1:10,46.71
10.185.10.32,2017/1/11 1:25,46.71
10.185.10.32,2017/1/11 1:35,46.7
10.185.10.32,2017/1/11 1:50,46.7
10.185.10.32,2017/1/11 2:05,46.71
10.185.10.32,2017/1/11 2:15,46.72
10.185.10.32,2017/1/11 2:30,46.72
10.185.10.32,2017/1/11 2:40,46.73
10.185.10.32,2017/1/11 2:55,46.72
10.185.10.32,2017/1/11 3:10,46.73
10.185.10.32,2017/1/11 3:20,46.74
10.185.10.32,2017/1/11 3:35,46.73
10.185.10.32,2017/1/11 3:45,46.73
10.185.10.32,2017/1/11 4:00,46.73
10.185.10.32,2017/1/11 4:15,46.74
10.185.10.32,2017/1/11 4:25,46.73
10.185.10.32,2017/1/11 4:40,46.74
10.185.10.32,2017/1/11 4:50,46.74
10.185.10.32,2017/1/11 5:05,46.76
10.185.10.32,2017/1/11 5:20,46.76
10.185.10.32,2017/1/11 5:30,46.76
10.185.10.32,2017/1/11 5:45,46.76
10.185.10.32,2017/1/11 5:55,46.76
10.185.10.32,2017/1/11 6:10,46.78
10.185.10.32,2017/1/11 6:25,46.78
10.185.10.32,2017/1/11 6:35,46.77
10.185.10.32,2017/1/11 6:50,46.77
10.185.10.32,2017/1/11 7:00,46.78
10.185.10.32,2017/1/11 7:15,46.79
10.185.10.32,2017/1/11 7:30,46.78
10.185.10.32,2017/1/11 7:40,46.78
10.185.10.32,2017/1/11 7:55,46.78
10.185.10.32,2017/1/11 8:05,46.79
10.185.10.32,2017/1/11 8:20,46.8
10.185.10.32,2017/1/11 8:35,46.8
10.185.10.32,2017/1/11 8:45,46.81
10.185.10.32,2017/1/11 9:00,46.8
10.185.10.32,2017/1/11 9:10,46.83
10.185.10.32,2017/1/11 9:25,46.83
10.185.10.32,2017/1/11 9:40,47.36
10.185.10.32,2017/1/11 9:50,47.1
10.185.10.32,2017/1/11 10:05,46.98
10.185.10.32,2017/1/11 10:15,47.04
10.185.10.32,2017/1/11 10:30,47.36
10.185.10.32,2017/1/11 10:45,46.96
10.185.10.32,2017/1/11 10:55,47.44
10.185.10.32,2017/1/11 11:10,47.48
10.185.10.32,2017/1/11 11:20,47.25
10.185.10.32,2017/1/11 11:35,47.06
10.185.10.32,2017/1/11 12:00,47.54
10.185.10.32,2017/1/11 12:10,47.31
10.185.10.32,2017/1/11 12:25,47.14
10.185.10.32,2017/1/11 12:35,47.11
10.185.10.32,2017/1/11 12:50,47.12
10.185.10.32,2017/1/11 13:05,47.12
10.185.10.32,2017/1/11 13:15,47.2
10.185.10.32,2017/1/11 13:30,47.12
10.185.10.32,2017/1/11 13:40,47.12
10.185.10.32,2017/1/11 13:55,47.14
10.185.10.32,2017/1/11 14:10,47.21
10.185.10.32,2017/1/11 14:20,47.22
10.185.10.32,2017/1/11 14:35,47.21
10.185.10.32,2017/1/11 14:45,47.21
10.185.10.32,2017/1/11 15:00,47.29
10.185.10.32,2017/1/11 15:15,47.29
10.185.10.32,2017/1/11 15:25,47.28
10.185.10.32,2017/1/11 15:40,47.44
10.185.10.32,2017/1/11 15:50,47.68
10.185.10.32,2017/1/11 16:05,47.34
10.185.10.32,2017/1/11 16:20,47.34
10.185.10.32,2017/1/11 16:30,47.65
10.185.10.32,2017/1/11 16:45,47.95
10.185.10.32,2017/1/11 16:55,48.23
10.185.10.32,2017/1/11 17:10,48.12
10.185.10.32,2017/1/11 17:25,48.02
10.185.10.32,2017/1/11 17:35,47.73
10.185.10.32,2017/1/11 17:50,47.71
10.185.10.32,2017/1/11 18:15,48.42
10.185.10.32,2017/1/11 18:30,48.29
10.185.10.32,2017/1/11 18:40,48.18
10.185.10.32,2017/1/11 18:55,48.09
10.185.10.32,2017/1/11 19:05,47.98
10.185.10.32,2017/1/11 19:20,47.93
10.185.10.32,2017/1/11 19:35,47.79
10.185.10.32,2017/1/11 19:45,47.63
10.185.10.32,2017/1/11 20:00,47.62
10.185.10.32,2017/1/11 20:10,47.6
10.185.10.32,2017/1/11 20:25,47.4
10.185.10.32,2017/1/11 20:40,47.37
10.185.10.32,2017/1/11 20:50,47.38
10.185.10.32,2017/1/11 21:05,47.39
10.185.10.32,2017/1/11 21:15,47.38
10.185.10.32,2017/1/11 21:30,47.39
10.185.10.32,2017/1/11 21:45,47.38
10.185.10.32,2017/1/11 21:55,47.4
10.185.10.32,2017/1/11 22:10,47.4
10.185.10.32,2017/1/11 22:20,47.42
10.185.10.32,2017/1/11 22:35,47.4
10.185.10.32,2017/1/11 22:50,47.4
10.185.10.32,2017/1/11 23:00,47.42
10.185.10.32,2017/1/11 23:15,47.43
10.185.10.32,2017/1/11 23:25,47.42
10.185.10.32,2017/1/11 23:40,47.42
10.185.10.32,2017/1/11 23:55,47.43
10.185.10.32,2017/1/12 0:05,47.43
10.185.10.32,2017/1/12 0:20,47.43
10.185.10.32,2017/1/12 0:30,47.44
10.185.10.32,2017/1/12 0:45,47.43
10.185.10.32,2017/1/12 1:00,47.43
10.185.10.32,2017/1/12 1:10,47.45
10.185.10.32,2017/1/12 1:25,47.46
10.185.10.32,2017/1/12 1:35,47.44
10.185.10.32,2017/1/12 1:50,47.45
10.185.10.32,2017/1/12 2:05,47.45
10.185.10.32,2017/1/12 2:15,47.47
10.185.10.32,2017/1/12 2:30,47.47
10.185.10.32,2017/1/12 2:40,47.46
10.185.10.32,2017/1/12 2:55,47.47
10.185.10.32,2017/1/12 3:10,47.47
10.185.10.32,2017/1/12 3:20,47.49
10.185.10.32,2017/1/12 3:35,47.48
10.185.10.32,2017/1/12 3:45,47.49
10.185.10.32,2017/1/12 4:00,47.48
10.185.10.32,2017/1/12 4:15,47.49
10.185.10.32,2017/1/12 4:25,47.49
10.185.10.32,2017/1/12 4:40,47.49
10.185.10.32,2017/1/12 4:50,47.49
10.185.10.32,2017/1/12 5:05,47.5
10.185.10.32,2017/1/12 5:20,47.51
10.185.10.32,2017/1/12 5:30,47.51
10.185.10.32,2017/1/12 5:45,47.52
10.185.10.32,2017/1/12 5:55,47.51
10.185.10.32,2017/1/12 6:10,47.53
10.185.10.32,2017/1/12 6:25,47.53
10.185.10.32,2017/1/12 6:35,47.52
10.185.10.32,2017/1/12 6:50,47.53
10.185.10.32,2017/1/12 7:00,47.52
10.185.10.32,2017/1/12 7:15,47.53
10.185.10.32,2017/1/12 7:30,47.53
10.185.10.32,2017/1/12 7:40,47.52
10.185.10.32,2017/1/12 7:55,47.55
10.185.10.32,2017/1/12 8:05,47.55
10.185.10.32,2017/1/12 8:20,47.57
10.185.10.32,2017/1/12 8:35,47.57
10.185.10.32,2017/1/12 8:45,47.57
10.185.10.32,2017/1/12 9:00,47.57
10.185.10.32,2017/1/12 9:10,47.58
10.185.10.32,2017/1/12 9:25,47.59
10.185.10.32,2017/1/12 9:40,47.58
10.185.10.32,2017/1/12 9:50,47.58
10.185.10.32,2017/1/12 10:05,47.57
10.185.10.32,2017/1/12 10:15,47.81
10.185.10.32,2017/1/12 10:30,47.93
10.185.10.32,2017/1/12 10:45,47.94
10.185.10.32,2017/1/12 10:55,47.96
10.185.10.32,2017/1/12 11:10,47.97
10.185.10.32,2017/1/12 11:20,47.99
10.185.10.32,2017/1/12 11:35,47.97
10.185.10.32,2017/1/12 12:00,47.98
10.185.10.32,2017/1/12 12:10,48.06
10.185.10.32,2017/1/12 12:25,48.06
10.185.10.32,2017/1/12 12:35,47.99
10.185.10.32,2017/1/12 12:50,48
10.185.10.32,2017/1/12 13:05,48.01
10.185.10.32,2017/1/12 13:15,48
10.185.10.32,2017/1/12 13:30,48.01
10.185.10.32,2017/1/12 13:40,48
10.185.10.32,2017/1/12 13:55,48.02
10.185.10.32,2017/1/12 14:10,48.03
10.185.10.32,2017/1/12 14:20,48.04
10.185.10.32,2017/1/12 14:35,48.03
10.185.10.32,2017/1/12 14:45,48.04
10.185.10.32,2017/1/12 15:00,48.04
10.185.10.32,2017/1/12 15:15,48.7
10.185.10.32,2017/1/12 15:25,48.88
10.185.10.32,2017/1/12 15:40,48.53
10.185.10.32,2017/1/12 15:50,48.26
10.185.10.32,2017/1/12 16:05,48.86
10.185.10.32,2017/1/12 16:30,48.47
10.185.10.32,2017/1/12 16:45,48.32
10.185.10.32,2017/1/12 16:55,48.25
10.185.10.32,2017/1/12 17:10,48.27
10.185.10.32,2017/1/12 17:25,48.26
10.185.10.32,2017/1/12 17:35,48.25
10.185.10.32,2017/1/12 17:50,48.25
10.185.10.32,2017/1/12 18:00,48.26
10.185.10.32,2017/1/12 18:15,48.27
10.185.10.32,2017/1/12 18:30,48.26
10.185.10.32,2017/1/12 18:40,48.27
10.185.10.32,2017/1/12 18:55,48.26
10.185.10.32,2017/1/12 19:05,48.28
10.185.10.32,2017/1/12 19:20,48.28
10.185.10.32,2017/1/12 19:35,48.27
10.185.10.32,2017/1/12 19:45,48.27
10.185.10.32,2017/1/12 20:00,48.29
10.185.10.32,2017/1/12 20:10,48.3
10.185.10.32,2017/1/12 20:25,48.31
10.185.10.32,2017/1/12 20:40,48.29
10.185.10.32,2017/1/12 20:50,48.3
10.185.10.32,2017/1/12 21:45,48.31
10.185.10.32,2017/1/12 21:55,48.31
10.185.10.32,2017/1/12 22:10,48.32
10.185.10.32,2017/1/12 22:20,48.33
10.185.10.32,2017/1/12 22:35,48.31
10.185.10.32,2017/1/12 22:50,48.31
10.185.10.32,2017/1/12 23:00,48.37
10.185.10.32,2017/1/12 23:15,48.35
10.185.10.32,2017/1/12 23:25,48.34
10.185.10.32,2017/1/12 23:40,48.34
10.185.10.32,2017/1/12 23:55,48.34
10.185.10.32,2017/1/13 0:05,48.35
10.185.10.32,2017/1/13 0:20,48.36
10.185.10.32,2017/1/13 0:30,48.35
10.185.10.32,2017/1/13 0:45,48.35
10.185.10.32,2017/1/13 1:00,48.36
10.185.10.32,2017/1/13 1:10,48.37
10.185.10.32,2017/1/13 1:25,48.38
10.185.10.32,2017/1/13 1:35,48.36
10.185.10.32,2017/1/13 1:50,48.37
10.185.10.32,2017/1/13 2:05,48.39
10.185.10.32,2017/1/13 2:15,48.38
10.185.10.32,2017/1/13 2:30,48.39
10.185.10.32,2017/1/13 2:40,48.39
10.185.10.32,2017/1/13 2:55,48.4
10.185.10.32,2017/1/13 3:10,48.39
10.185.10.32,2017/1/13 3:20,48.41
10.185.10.32,2017/1/13 3:35,47.81
10.185.10.32,2017/1/13 3:45,47.81
10.185.10.32,2017/1/13 4:00,47.81
10.185.10.32,2017/1/13 4:15,47.83
10.185.10.32,2017/1/13 4:25,47.82
10.185.10.32,2017/1/13 4:40,47.82
10.185.10.32,2017/1/13 4:50,47.82
10.185.10.32,2017/1/13 5:05,47.84
10.185.10.32,2017/1/13 5:20,47.84
10.185.10.32,2017/1/13 5:30,47.83
10.185.10.32,2017/1/13 5:45,47.84
10.185.10.32,2017/1/13 5:55,47.85
10.185.10.32,2017/1/13 6:10,47.86
10.185.10.32,2017/1/13 6:25,47.86
10.185.10.32,2017/1/13 6:35,47.84
10.185.10.32,2017/1/13 6:50,47.85
10.185.10.32,2017/1/13 7:00,47.86
10.185.10.32,2017/1/13 7:15,47.86
10.185.10.32,2017/1/13 7:30,47.85
10.185.10.32,2017/1/13 7:40,47.85
10.185.10.32,2017/1/13 7:55,47.87
10.185.10.32,2017/1/13 8:05,47.87
10.185.10.32,2017/1/13 8:20,47.89
10.185.10.32,2017/1/13 8:35,47.87
10.185.10.32,2017/1/13 8:45,47.88
10.185.10.32,2017/1/13 9:00,47.88
10.185.10.32,2017/1/13 9:10,47.89
10.185.10.32,2017/1/13 9:25,47.9
10.185.10.32,2017/1/13 9:40,47.9
10.185.10.32,2017/1/13 9:50,47.94
10.185.10.32,2017/1/13 10:05,48.03
10.185.10.32,2017/1/13 10:15,47.94
10.185.10.32,2017/1/13 10:30,47.94
10.185.10.32,2017/1/13 10:45,47.95
10.185.10.32,2017/1/13 10:55,47.97
10.185.10.32,2017/1/13 11:10,48.08
10.185.10.32,2017/1/13 11:20,47.98
10.185.10.32,2017/1/13 11:35,47.98
10.185.10.32,2017/1/13 12:00,47.98
10.185.10.32,2017/1/13 12:10,47.99
10.185.10.32,2017/1/13 12:25,48
10.185.10.32,2017/1/13 12:35,47.99
10.185.10.32,2017/1/13 12:50,48
10.185.10.32,2017/1/13 13:05,48
10.185.10.32,2017/1/13 13:15,48.22
10.185.10.32,2017/1/13 13:30,48.22
10.185.10.32,2017/1/13 13:40,48
10.185.10.32,2017/1/13 13:55,48.03
10.185.10.32,2017/1/13 14:10,48.07
10.185.10.32,2017/1/13 14:20,48.04
10.185.10.32,2017/1/13 14:35,48.03
10.185.10.32,2017/1/13 14:45,48.04
10.185.10.32,2017/1/13 15:00,48.04
10.185.10.32,2017/1/13 15:15,48.05
10.185.10.32,2017/1/13 15:25,48.04
10.185.10.32,2017/1/13 16:45,48.05
10.185.10.32,2017/1/13 16:55,48.08
